File accession	File format	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample life stage	Biosample sex	Biosample Age	Biosample organism	Biosample treatments	Biosample subcellular fraction term name	Biosample phase	Biosample synchronization stage	Experiment target	Antibody accession	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Assembly	Platform	Controlled by	File Status	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF001VFI	bed narrowPeak	peaks	ENCSR000DNP	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					SUPT20H-human	ENCAB000ALB	DNA		see document	see document		False	2011-10-29	ENCODE												285272	Kevin Struhl, HMS	83b23cb2ffbab27b00dbfc98ec501ae1		https://www.encodeproject.org/files/ENCFF001VFI/@@download/ENCFF001VFI.bed.gz	hg19			released	low read length, mild to moderate bottlenecking, low read depth, moderate library complexity	mismatched file status, biological replicates with identical biosample, missing derived_from		
ENCFF000NSK	bigBed broadPeak	peaks	ENCSR000BGT	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					BATF-human	ENCAB000AED	DNA		see document	see document		False	2011-07-18	ENCODE				1	1						ENCFF001TWF	712596	Richard Myers, HAIB	9fcc7f70564a6956f3376514a69e05b0		https://www.encodeproject.org/files/ENCFF000NSK/@@download/ENCFF000NSK.bigBed	hg19			archived	low read length, low read depth	mismatched file status, biological replicates with identical biosample		
ENCFF000NSL	bigBed broadPeak	peaks	ENCSR000BGT	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					BATF-human	ENCAB000AED	DNA		see document	see document		False	2011-07-18	ENCODE				2	1						ENCFF001TWG	1157078	Richard Myers, HAIB	d883e03bdd98233a782858ad2785cf74		https://www.encodeproject.org/files/ENCFF000NSL/@@download/ENCFF000NSL.bigBed	hg19			archived	low read length, low read depth	mismatched file status, biological replicates with identical biosample		
ENCFF000NSW	fastq	reads	ENCSR000BGT	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					BATF-human	ENCAB000AED	DNA		see document	see document		False	2011-07-18	ENCODE				1	1	36		single-ended				951134552	Richard Myers, HAIB	aa65d657885a4390d0961e257e000436		https://www.encodeproject.org/files/ENCFF000NSW/@@download/ENCFF000NSW.fastq.gz		Illumina Genome Analyzer IIx	/files/ENCFF000OCW/	released	low read length, low read depth	mismatched file status, biological replicates with identical biosample		
ENCFF000NSX	fastq	reads	ENCSR000BGT	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					BATF-human	ENCAB000AED	DNA		see document	see document		False	2011-07-18	ENCODE				2	1	36		single-ended				912657521	Richard Myers, HAIB	28f58f2b113e59626753f7a07a8bc0b6		https://www.encodeproject.org/files/ENCFF000NSX/@@download/ENCFF000NSX.fastq.gz		Illumina Genome Analyzer IIx	/files/ENCFF000OCU/	released	low read length, low read depth	mismatched file status, biological replicates with identical biosample		
ENCFF001TWF	bed broadPeak	peaks	ENCSR000BGT	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					BATF-human	ENCAB000AED	DNA		see document	see document		False	2011-07-18	ENCODE				1	1							411017	Richard Myers, HAIB	8e4f07fd87143796afe22dfe4fa1c5b6		https://www.encodeproject.org/files/ENCFF001TWF/@@download/ENCFF001TWF.bed.gz	hg19			archived	low read length, low read depth	mismatched file status, biological replicates with identical biosample, missing derived_from		
ENCFF001TWG	bed broadPeak	peaks	ENCSR000BGT	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					BATF-human	ENCAB000AED	DNA		see document	see document		False	2011-07-18	ENCODE				2	1							792885	Richard Myers, HAIB	2a2ffa9b8b813c4a95c5d47c1a803c7b		https://www.encodeproject.org/files/ENCFF001TWG/@@download/ENCFF001TWG.bed.gz	hg19			archived	low read length, low read depth	mismatched file status, biological replicates with identical biosample, missing derived_from		
ENCFF002CGQ	bed narrowPeak	optimal idr thresholded peaks	ENCSR000BGT	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					BATF-human	ENCAB000AED	DNA		see document	see document		False	2011-07-18	ENCODE												633359	ENCODE Consortium Analysis Working Group	68eab32a1070bca1a8bc5e9eb96f6c47		https://www.encodeproject.org/files/ENCFF002CGQ/@@download/ENCFF002CGQ.bed.gz	hg19			archived	low read length, low read depth	mismatched file status, biological replicates with identical biosample, missing derived_from		
ENCFF036BDQ	bigBed narrowPeak	optimal idr thresholded peaks	ENCSR000BGT	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					BATF-human	ENCAB000AED	DNA		see document	see document		False	2011-07-18	ENCODE											ENCFF002CGQ	1410042	ENCODE Consortium	167b0284f66d5448c55a705f1fc723fe		https://www.encodeproject.org/files/ENCFF036BDQ/@@download/ENCFF036BDQ.bigBed	hg19			archived	low read length, low read depth	mismatched file status, biological replicates with identical biosample		
ENCFF000NUZ	bigBed broadPeak	peaks	ENCSR000BMB	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					ELF1-human	ENCAB000AGA	DNA		see document	see document		False	2011-07-18	ENCODE				1	1						ENCFF001TWW	475942	Richard Myers, HAIB	48782749a79d54a32eba87fd6997767b		https://www.encodeproject.org/files/ENCFF000NUZ/@@download/ENCFF000NUZ.bigBed	hg19			archived	low read length, mild to moderate bottlenecking, low read depth, moderate library complexity	biological replicates with identical biosample	insufficient read depth	
ENCFF000NVA	bigBed broadPeak	peaks	ENCSR000BMB	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					ELF1-human	ENCAB000AGA	DNA		see document	see document		False	2011-07-18	ENCODE				2	1						ENCFF001TWX	844434	Richard Myers, HAIB	3b7132c8ace839a795062524adb37f2d		https://www.encodeproject.org/files/ENCFF000NVA/@@download/ENCFF000NVA.bigBed	hg19			archived	low read length, mild to moderate bottlenecking, low read depth, moderate library complexity	biological replicates with identical biosample	insufficient read depth	
ENCFF000NVM	fastq	reads	ENCSR000BMB	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					ELF1-human	ENCAB000AGA	DNA		see document	see document		False	2011-07-18	ENCODE				1	1	36		single-ended				834496111	Richard Myers, HAIB	913f1df289dcfa512b9da66971667bb8		https://www.encodeproject.org/files/ENCFF000NVM/@@download/ENCFF000NVM.fastq.gz		Illumina Genome Analyzer IIx	/files/ENCFF000ODP/	released	low read length, mild to moderate bottlenecking, low read depth, moderate library complexity	biological replicates with identical biosample	insufficient read depth	
ENCFF000NVP	fastq	reads	ENCSR000BMB	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					ELF1-human	ENCAB000AGA	DNA		see document	see document		False	2011-07-18	ENCODE				2	1	36		single-ended				959296588	Richard Myers, HAIB	9b0cf957a249107e50a253e6db3a070a		https://www.encodeproject.org/files/ENCFF000NVP/@@download/ENCFF000NVP.fastq.gz		Illumina Genome Analyzer IIx	/files/ENCFF000ODP/	released	low read length, mild to moderate bottlenecking, low read depth, moderate library complexity	biological replicates with identical biosample	insufficient read depth	
ENCFF001TWW	bed broadPeak	peaks	ENCSR000BMB	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					ELF1-human	ENCAB000AGA	DNA		see document	see document		False	2011-07-18	ENCODE				1	1							292433	Richard Myers, HAIB	9f2a0b3c1549ebeb2f297ade0d404953		https://www.encodeproject.org/files/ENCFF001TWW/@@download/ENCFF001TWW.bed.gz	hg19			archived	low read length, mild to moderate bottlenecking, low read depth, moderate library complexity	biological replicates with identical biosample, missing derived_from	insufficient read depth	
ENCFF001TWX	bed broadPeak	peaks	ENCSR000BMB	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					ELF1-human	ENCAB000AGA	DNA		see document	see document		False	2011-07-18	ENCODE				2	1							463394	Richard Myers, HAIB	f2c7ba8db9f196acba1ae1df3604f8b3		https://www.encodeproject.org/files/ENCFF001TWX/@@download/ENCFF001TWX.bed.gz	hg19			archived	low read length, mild to moderate bottlenecking, low read depth, moderate library complexity	biological replicates with identical biosample, missing derived_from	insufficient read depth	
ENCFF002CGX	bed narrowPeak	optimal idr thresholded peaks	ENCSR000BMB	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					ELF1-human	ENCAB000AGA	DNA		see document	see document		False	2011-07-18	ENCODE												463789	ENCODE Consortium Analysis Working Group	526cb72f27be4bfcc7ac55129001ee47		https://www.encodeproject.org/files/ENCFF002CGX/@@download/ENCFF002CGX.bed.gz	hg19			archived	low read length, mild to moderate bottlenecking, low read depth, moderate library complexity	biological replicates with identical biosample, missing derived_from	insufficient read depth	
ENCFF453ZQE	bigBed narrowPeak	optimal idr thresholded peaks	ENCSR000BMB	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					ELF1-human	ENCAB000AGA	DNA		see document	see document		False	2011-07-18	ENCODE											ENCFF002CGX	999406	ENCODE Consortium	f34082eaf4c35eeefa087efa9b331dfe		https://www.encodeproject.org/files/ENCFF453ZQE/@@download/ENCFF453ZQE.bigBed	hg19			archived	low read length, mild to moderate bottlenecking, low read depth, moderate library complexity	biological replicates with identical biosample	insufficient read depth	
ENCFF000ARH	bigBed broadPeak	peaks	ENCSR000AKB	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					CTCF-human	ENCAB000AXY	DNA		see document	see document		False	2011-02-10	ENCODE											ENCFF001SUB	1825957	Bradley Bernstein, Broad	88901f9349bbf52f05456bc7d8858730		https://www.encodeproject.org/files/ENCFF000ARH/@@download/ENCFF000ARH.bigBed	hg19			archived	mixed read lengths, low read length, mild to moderate bottlenecking, low read depth		insufficient read depth	
ENCFF000ARP	fastq	reads	ENCSR000AKB	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					CTCF-human	ENCAB000AXY	DNA		see document	see document		False	2011-02-10	ENCODE				2	1	36		single-ended				1052264612	Bradley Bernstein, Broad	134e6a28cd92c74bae6976f124d6bca8		https://www.encodeproject.org/files/ENCFF000ARP/@@download/ENCFF000ARP.fastq.gz		Illumina Genome Analyzer IIe	/files/ENCFF000ARO/	released	mixed read lengths, low read length, mild to moderate bottlenecking, low read depth, inconsistent control read length		insufficient read depth	
ENCFF000ARV	fastq	reads	ENCSR000AKB	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					CTCF-human	ENCAB000AXY	DNA		see document	see document		False	2011-02-10	ENCODE				1	1	51		single-ended				811019691	Bradley Bernstein, Broad	bf6d9d1682f4b31ac2304711cfa1e591		https://www.encodeproject.org/files/ENCFF000ARV/@@download/ENCFF000ARV.fastq.gz		Illumina Genome Analyzer II	/files/ENCFF000ARK/	released	mixed read lengths, low read length, mild to moderate bottlenecking, low read depth		insufficient read depth	
ENCFF001SUB	bed broadPeak	peaks	ENCSR000AKB	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					CTCF-human	ENCAB000AXY	DNA		see document	see document		False	2011-02-10	ENCODE												1021431	Bradley Bernstein, Broad	e626948d9674dc6187dc88445178cff3		https://www.encodeproject.org/files/ENCFF001SUB/@@download/ENCFF001SUB.bed.gz	hg19			archived	mixed read lengths, low read length, mild to moderate bottlenecking, low read depth	missing derived_from	insufficient read depth	
ENCFF002CDP	bed narrowPeak	optimal idr thresholded peaks	ENCSR000AKB	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					CTCF-human	ENCAB000AXY	DNA		see document	see document		False	2011-02-10	ENCODE												1005226	ENCODE Consortium Analysis Working Group	9c53d27a4d8c71629f8c1ebc059a8ff4		https://www.encodeproject.org/files/ENCFF002CDP/@@download/ENCFF002CDP.bed.gz	hg19			archived	mixed read lengths, low read length, mild to moderate bottlenecking, low read depth	missing derived_from	insufficient read depth	
ENCFF510RVH	bigBed narrowPeak	optimal idr thresholded peaks	ENCSR000AKB	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					CTCF-human	ENCAB000AXY	DNA		see document	see document		False	2011-02-10	ENCODE											ENCFF002CDP	1943400	ENCODE Consortium	d41ce3de62e161ebdc7a0385d796a246		https://www.encodeproject.org/files/ENCFF510RVH/@@download/ENCFF510RVH.bigBed	hg19			archived	mixed read lengths, low read length, mild to moderate bottlenecking, low read depth		insufficient read depth	
ENCFF302KUG	bigBed narrowPeak	conservative idr thresholded peaks	ENCSR000AKB	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					CTCF-human	ENCAB000AXY	DNA		see document	see document		False	2011-02-10	ENCODE				1, 2							ENCFF536RGD	1110752	ENCODE Processing Pipeline	703ca8ff5c735e0df5a2fa7f6202dd52		https://www.encodeproject.org/files/ENCFF302KUG/@@download/ENCFF302KUG.bigBed	GRCh38			released	mixed read lengths, low read length, mild to moderate bottlenecking, low read depth		insufficient read depth	
ENCFF356LIU	bed narrowPeak	optimal idr thresholded peaks	ENCSR000AKB	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					CTCF-human	ENCAB000AXY	DNA		see document	see document		False	2011-02-10	ENCODE				1, 2							ENCFF061OYK, ENCFF419RSJ, ENCFF445FMQ, ENCFF933NTR	666122	ENCODE Processing Pipeline	bec0a5b3954eadf15bf0e901b863b037		https://www.encodeproject.org/files/ENCFF356LIU/@@download/ENCFF356LIU.bed.gz	GRCh38			released	mixed read lengths, low read length, mild to moderate bottlenecking, low read depth		insufficient read depth	
ENCFF600AKY	bigBed narrowPeak	peaks	ENCSR000AKB	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					CTCF-human	ENCAB000AXY	DNA		see document	see document		False	2011-02-10	ENCODE				1							ENCFF061OYK	6217264	ENCODE Processing Pipeline	d4956e00d8bd2fba861b72680b75357d		https://www.encodeproject.org/files/ENCFF600AKY/@@download/ENCFF600AKY.bigBed	GRCh38			released	mixed read lengths, low read length, mild to moderate bottlenecking, low read depth		insufficient read depth	
ENCFF194JIB	bigBed narrowPeak	peaks	ENCSR000AKB	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					CTCF-human	ENCAB000AXY	DNA		see document	see document		False	2011-02-10	ENCODE				2							ENCFF445FMQ	9636154	ENCODE Processing Pipeline	2c7b1ada873cbd76b31c11e6bfb0d9fb		https://www.encodeproject.org/files/ENCFF194JIB/@@download/ENCFF194JIB.bigBed	GRCh38			released	mixed read lengths, low read length, mild to moderate bottlenecking, low read depth		insufficient read depth	
ENCFF536RGD	bed narrowPeak	conservative idr thresholded peaks	ENCSR000AKB	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					CTCF-human	ENCAB000AXY	DNA		see document	see document		False	2011-02-10	ENCODE				1, 2							ENCFF061OYK, ENCFF419RSJ, ENCFF445FMQ, ENCFF933NTR	636383	ENCODE Processing Pipeline	9643da0f20e987d52fc4568c640658d6		https://www.encodeproject.org/files/ENCFF536RGD/@@download/ENCFF536RGD.bed.gz	GRCh38			released	mixed read lengths, low read length, mild to moderate bottlenecking, low read depth		insufficient read depth	
ENCFF061OYK	bed narrowPeak	peaks	ENCSR000AKB	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					CTCF-human	ENCAB000AXY	DNA		see document	see document		False	2011-02-10	ENCODE				1							ENCFF538VCH, ENCFF797ARJ, ENCFF873ZWP	2585473	ENCODE Processing Pipeline	41baa215ec49aef1e5747b9f33303d33		https://www.encodeproject.org/files/ENCFF061OYK/@@download/ENCFF061OYK.bed.gz	GRCh38			released	mixed read lengths, low read length, mild to moderate bottlenecking, low read depth		insufficient read depth	
ENCFF933NTR	bed narrowPeak	peaks	ENCSR000AKB	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					CTCF-human	ENCAB000AXY	DNA		see document	see document		False	2011-02-10	ENCODE				1, 2							ENCFF538VCH, ENCFF797ARJ, ENCFF873ZWP, ENCFF994NWU	4477240	ENCODE Processing Pipeline	7d8c536acbb4c8108476c047daa42536		https://www.encodeproject.org/files/ENCFF933NTR/@@download/ENCFF933NTR.bed.gz	GRCh38			released	mixed read lengths, low read length, mild to moderate bottlenecking, low read depth		insufficient read depth	
ENCFF445FMQ	bed narrowPeak	peaks	ENCSR000AKB	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					CTCF-human	ENCAB000AXY	DNA		see document	see document		False	2011-02-10	ENCODE				2							ENCFF873ZWP, ENCFF994NWU	3995400	ENCODE Processing Pipeline	ed460a311d46d8509cdf56b16d6bd74e		https://www.encodeproject.org/files/ENCFF445FMQ/@@download/ENCFF445FMQ.bed.gz	GRCh38			released	mixed read lengths, low read length, mild to moderate bottlenecking, low read depth		insufficient read depth	
ENCFF182CAX	bigBed narrowPeak	optimal idr thresholded peaks	ENCSR000AKB	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					CTCF-human	ENCAB000AXY	DNA		see document	see document		False	2011-02-10	ENCODE				1, 2							ENCFF356LIU	1149951	ENCODE Processing Pipeline	113d6bb20eef3a06a9a56c1214e8b72a		https://www.encodeproject.org/files/ENCFF182CAX/@@download/ENCFF182CAX.bigBed	GRCh38			released	mixed read lengths, low read length, mild to moderate bottlenecking, low read depth		insufficient read depth	
ENCFF134SJJ	bigBed narrowPeak	peaks	ENCSR000AKB	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					CTCF-human	ENCAB000AXY	DNA		see document	see document		False	2011-02-10	ENCODE				1, 2							ENCFF933NTR	10655964	ENCODE Processing Pipeline	3940e6a1797c6440ec9acdfd1ab358c8		https://www.encodeproject.org/files/ENCFF134SJJ/@@download/ENCFF134SJJ.bigBed	GRCh38			released	mixed read lengths, low read length, mild to moderate bottlenecking, low read depth		insufficient read depth	
ENCFF706QLS	bed narrowPeak	peaks	ENCSR000AKB	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					CTCF-human	ENCAB000AXY	DNA		see document	see document		False	2011-02-10	ENCODE				1							ENCFF232FPZ, ENCFF389RQC, ENCFF624TPS	2436987	ENCODE Processing Pipeline	989f9f01a47be649827afbe7613f9e79		https://www.encodeproject.org/files/ENCFF706QLS/@@download/ENCFF706QLS.bed.gz	hg19			released	mixed read lengths, low read length, mild to moderate bottlenecking, low read depth		insufficient read depth	
ENCFF934NEI	bed narrowPeak	peaks	ENCSR000AKB	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					CTCF-human	ENCAB000AXY	DNA		see document	see document		False	2011-02-10	ENCODE				2							ENCFF343LTM, ENCFF624TPS	4005719	ENCODE Processing Pipeline	1f1ed3ead872ba5694af582f563d0d81		https://www.encodeproject.org/files/ENCFF934NEI/@@download/ENCFF934NEI.bed.gz	hg19			released	mixed read lengths, low read length, mild to moderate bottlenecking, low read depth		insufficient read depth	
ENCFF551KNM	bed narrowPeak	peaks	ENCSR000AKB	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					CTCF-human	ENCAB000AXY	DNA		see document	see document		False	2011-02-10	ENCODE				1, 2							ENCFF232FPZ, ENCFF343LTM, ENCFF389RQC, ENCFF624TPS	4456553	ENCODE Processing Pipeline	d7abf752df6d52dac24a492114201c4a		https://www.encodeproject.org/files/ENCFF551KNM/@@download/ENCFF551KNM.bed.gz	hg19			released	mixed read lengths, low read length, mild to moderate bottlenecking, low read depth		insufficient read depth	
ENCFF147OBX	bigBed narrowPeak	peaks	ENCSR000AKB	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	unknown	Homo sapiens					CTCF-human	ENCAB000AXY	DNA		see document	see document		False	2011-02-10	ENCODE				1, 2							ENCFF551KNM	10622172	ENCODE Processing Pipeline	684059169cb3bb055ba7a07df6a326e6		https://www.encodeproject.org/files/ENCFF147OBX/@@download/ENCFF147OBX.bigBed	hg19			released	mixed read lengths, low read length, mild to moderate bottlenecking, low read depth		insufficient read depth	
